海	海	"<span class=""pinYinWrapper""><span class=""t3"">Hǎi</span></span>, <span class=""pinYinWrapper""><span class=""t3"">hǎi</span></span>"	"<span class=""zhuyin"">ㄏㄞˇ</span>"	[sound:cmn-海.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">海</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">Hǎi</span></span></div><span class=""zhuyin"">ㄏㄞˇ</span><div class=""meaning""><ul><li>surname Hai</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">海</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">hǎi</span></span></div><span class=""zhuyin"">ㄏㄞˇ</span><div class=""meaning""><ul><li>ocean</li><li> sea</li><li> CL:個|个[ge4],片[pian4]</li><li> great number of people or things</li><li> (dialect) numerous</li></ul></div>"
普通	普通	"<span class=""pinYinWrapper""><span class=""t3"">pǔ</span> <span class=""t1"">tōng</span></span>"	"<span class=""zhuyin"">ㄆㄨˇ ㄊㄨㄥ</span>"	[sound:cmn-普通.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">普</span><span class=""char-tone1"">通</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">pǔ</span> <span class=""t1"">tōng</span></span></div><span class=""zhuyin"">ㄆㄨˇ ㄊㄨㄥ</span><div class=""meaning""><ul><li>common</li><li> ordinary</li><li> general</li><li> average</li></ul></div>"
表示	表示	"<span class=""pinYinWrapper""><span class=""t3"">biǎo</span> <span class=""t4"">shì</span></span>"	"<span class=""zhuyin"">ㄅㄧㄠˇ ㄕˋ</span>"	[sound:cmn-表示.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">表</span><span class=""char-tone4"">示</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">biǎo</span> <span class=""t4"">shì</span></span></div><span class=""zhuyin"">ㄅㄧㄠˇ ㄕˋ</span><div class=""meaning""><ul><li>to express</li><li> to show</li><li> to say</li><li> to state</li><li> to indicate</li><li> to mean</li></ul></div>"
出生	出生	"<span class=""pinYinWrapper""><span class=""t1"">chū</span> <span class=""t1"">shēng</span></span>"	"<span class=""zhuyin"">ㄔㄨ ㄕㄥ</span>"	[sound:cmn-出生.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">出</span><span class=""char-tone1"">生</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">chū</span> <span class=""t1"">shēng</span></span></div><span class=""zhuyin"">ㄔㄨ ㄕㄥ</span><div class=""meaning""><ul><li>to be born</li></ul></div>"
经理	經理	"<span class=""pinYinWrapper""><span class=""t1"">jīng</span> <span class=""t3"">lǐ</span></span>"	"<span class=""zhuyin"">ㄐㄧㄥ ㄌㄧˇ</span>"	[sound:cmn-经理.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">经</span><span class=""char-tone3"">理</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">經</span><span class=""char-tone3"">理</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jīng</span> <span class=""t3"">lǐ</span></span></div><span class=""zhuyin"">ㄐㄧㄥ ㄌㄧˇ</span><div class=""meaning""><ul><li>manager</li><li> director</li><li> CL:個|个[ge4],位[wei4],名[ming2]</li></ul></div>"
作用	作用	"<span class=""pinYinWrapper""><span class=""t4"">zuò</span> <span class=""t4"">yòng</span></span>"	"<span class=""zhuyin"">ㄗㄨㄛˋ ㄩㄥˋ</span>"	[sound:cmn-作用.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">作</span><span class=""char-tone4"">用</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">zuò</span> <span class=""t4"">yòng</span></span></div><span class=""zhuyin"">ㄗㄨㄛˋ ㄩㄥˋ</span><div class=""meaning""><ul><li>to act on</li><li> to affect</li><li> action</li><li> function</li><li> activity</li><li> impact</li><li> result</li><li> effect</li><li> purpose</li><li> intent</li><li> to play a role</li><li> corresponds to English -ity, -ism, -ization</li><li> CL:個|个[ge4]</li></ul></div>"
举	舉	"<span class=""pinYinWrapper""><span class=""t3"">jǔ</span></span>"	"<span class=""zhuyin"">ㄐㄩˇ</span>"	[sound:cmn-举.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">举</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">舉</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">jǔ</span></span></div><span class=""zhuyin"">ㄐㄩˇ</span><div class=""meaning""><ul><li>variant of 舉|举[ju3]</li><li> to lift</li><li> to hold up</li><li> to cite</li><li> to enumerate</li><li> to act</li><li> to raise</li><li> to choose</li><li> to elect</li><li> act</li><li> move</li><li> deed</li></ul></div>"
队长	隊長	"<span class=""pinYinWrapper""><span class=""t4"">duì</span> <span class=""t3"">zhǎng</span></span>"	"<span class=""zhuyin"">ㄉㄨㄟˋ ㄓㄤˇ</span>"	[sound:cmn-队长.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">队</span><span class=""char-tone3"">长</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">隊</span><span class=""char-tone3"">長</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">duì</span> <span class=""t3"">zhǎng</span></span></div><span class=""zhuyin"">ㄉㄨㄟˋ ㄓㄤˇ</span><div class=""meaning""><ul><li>captain</li><li> team leader</li><li> CL:個|个[ge4]</li></ul></div>"
层	層	"<span class=""pinYinWrapper""><span class=""t2"">céng</span></span>"	"<span class=""zhuyin"">ㄘㄥˊ</span>"	[sound:cmn-层.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">层</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">層</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">céng</span></span></div><span class=""zhuyin"">ㄘㄥˊ</span><div class=""meaning""><ul><li>layer</li><li> stratum</li><li> laminated</li><li> floor (of a building)</li><li> storey</li><li> classifier for layers</li><li> repeated</li><li> sheaf (math.)</li></ul></div>"
报纸	報紙	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t3"">zhǐ</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄓˇ</span>"	[sound:cmn-报纸.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">报</span><span class=""char-tone3"">纸</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">報</span><span class=""char-tone3"">紙</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t3"">zhǐ</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄓˇ</span><div class=""meaning""><ul><li>newspaper</li><li> newsprint</li><li> CL:份[fen4],期[qi1],張|张[zhang1]</li></ul></div>"
颜色	顏色	"<span class=""pinYinWrapper""><span class=""t2"">yán</span> <span class=""t4"">sè</span></span>"	"<span class=""zhuyin"">ㄧㄢˊ ㄙㄜˋ</span>"	[sound:cmn-颜色.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">颜</span><span class=""char-tone4"">色</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">顏</span><span class=""char-tone4"">色</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">yán</span> <span class=""t4"">sè</span></span></div><span class=""zhuyin"">ㄧㄢˊ ㄙㄜˋ</span><div class=""meaning""><ul><li>color</li><li> countenance</li><li> appearance</li><li> facial expression</li><li> pigment</li><li> dyestuff</li></ul></div>"
墙	牆	"<span class=""pinYinWrapper""><span class=""t2"">qiáng</span></span>"	"<span class=""zhuyin"">ㄑㄧㄤˊ</span>"	[sound:cmn-墙.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">墙</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">牆</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">qiáng</span></span></div><span class=""zhuyin"">ㄑㄧㄤˊ</span><div class=""meaning""><ul><li>variant of 牆|墙[qiang2], wall</li><li> wall</li><li> CL:面[mian4],堵[du3]</li></ul></div>"
流	流	"<span class=""pinYinWrapper""><span class=""t2"">liú</span></span>"	"<span class=""zhuyin"">ㄌㄧㄡˊ</span>"	[sound:cmn-流.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">流</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">liú</span></span></div><span class=""zhuyin"">ㄌㄧㄡˊ</span><div class=""meaning""><ul><li>to flow</li><li> to disseminate</li><li> to circulate or spread</li><li> to move or drift</li><li> to degenerate</li><li> to banish or send into exile</li><li> stream of water or sth resembling one</li><li> class, rate or grade</li></ul></div>"
请求	請求	"<span class=""pinYinWrapper""><span class=""t3"">qǐng</span> <span class=""t2"">qiú</span></span>"	"<span class=""zhuyin"">ㄑㄧㄥˇ ㄑㄧㄡˊ</span>"	[sound:cmn-请求.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">请</span><span class=""char-tone2"">求</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">請</span><span class=""char-tone2"">求</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">qǐng</span> <span class=""t2"">qiú</span></span></div><span class=""zhuyin"">ㄑㄧㄥˇ ㄑㄧㄡˊ</span><div class=""meaning""><ul><li>to request</li><li> to ask</li><li> request</li><li> CL:個|个[ge4]</li></ul></div>"
小组	小組	"<span class=""pinYinWrapper""><span class=""t3"">xiǎo</span> <span class=""t3"">zǔ</span></span>"	"<span class=""zhuyin"">ㄒㄧㄠˇ ㄗㄨˇ</span>"	[sound:cmn-小组.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">小</span><span class=""char-tone3"">组</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">小</span><span class=""char-tone3"">組</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">xiǎo</span> <span class=""t3"">zǔ</span></span></div><span class=""zhuyin"">ㄒㄧㄠˇ ㄗㄨˇ</span><div class=""meaning""><ul><li>group</li></ul></div>"
灯	燈	"<span class=""pinYinWrapper""><span class=""t1"">dēng</span></span>"	"<span class=""zhuyin"">ㄉㄥ</span>"	[sound:cmn-灯.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">灯</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">燈</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">dēng</span></span></div><span class=""zhuyin"">ㄉㄥ</span><div class=""meaning""><ul><li>lamp</li><li> light</li><li> lantern</li><li> CL:盞|盏[zhan3]</li></ul></div>"
练习	練習	"<span class=""pinYinWrapper""><span class=""t4"">liàn</span> <span class=""t2"">xí</span></span>"	"<span class=""zhuyin"">ㄌㄧㄢˋ ㄒㄧˊ</span>"	[sound:cmn-练习.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">练</span><span class=""char-tone2"">习</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">練</span><span class=""char-tone2"">習</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">liàn</span> <span class=""t2"">xí</span></span></div><span class=""zhuyin"">ㄌㄧㄢˋ ㄒㄧˊ</span><div class=""meaning""><ul><li>to practice</li><li> exercise</li><li> drill</li><li> practice</li><li> CL:個|个[ge4]</li></ul></div>"
蓝	藍	"<span class=""pinYinWrapper""><span class=""t2"">Lán</span></span>, <span class=""pinYinWrapper""><span class=""t2"">lán</span></span>"	"<span class=""zhuyin"">ㄌㄢˊ</span>"	[sound:cmn-蓝.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">蓝</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">藍</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">Lán</span></span></div><span class=""zhuyin"">ㄌㄢˊ</span><div class=""meaning""><ul><li>surname Lan</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">蓝</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">藍</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">lán</span></span></div><span class=""zhuyin"">ㄌㄢˊ</span><div class=""meaning""><ul><li>blue</li><li> indigo plant</li></ul></div>"
心情	心情	"<span class=""pinYinWrapper""><span class=""t1"">xīn</span> <span class=""t2"">qíng</span></span>"	"<span class=""zhuyin"">ㄒㄧㄣ ㄑㄧㄥˊ</span>"	[sound:cmn-心情.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">心</span><span class=""char-tone2"">情</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">xīn</span> <span class=""t2"">qíng</span></span></div><span class=""zhuyin"">ㄒㄧㄣ ㄑㄧㄥˊ</span><div class=""meaning""><ul><li>mood</li><li> frame of mind</li><li> CL:個|个[ge4]</li></ul></div>"
难过	難過	"<span class=""pinYinWrapper""><span class=""t2"">nán</span> <span class=""t4"">guò</span></span>"	"<span class=""zhuyin"">ㄋㄢˊ ㄍㄨㄛˋ</span>"	[sound:cmn-难过.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">难</span><span class=""char-tone4"">过</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">難</span><span class=""char-tone4"">過</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">nán</span> <span class=""t4"">guò</span></span></div><span class=""zhuyin"">ㄋㄢˊ ㄍㄨㄛˋ</span><div class=""meaning""><ul><li>to feel sad</li><li> to feel unwell</li><li> (of life) to be difficult</li></ul></div>"
停车	停車	"<span class=""pinYinWrapper""><span class=""t2"">tíng</span> <span class=""t1"">chē</span></span>"	"<span class=""zhuyin"">ㄊㄧㄥˊ ㄔㄜ</span>"	[sound:cmn-停车.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">停</span><span class=""char-tone1"">车</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">停</span><span class=""char-tone1"">車</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">tíng</span> <span class=""t1"">chē</span></span></div><span class=""zhuyin"">ㄊㄧㄥˊ ㄔㄜ</span><div class=""meaning""><ul><li>to pull up (stop one's vehicle)</li><li> to park</li><li> (of a machine) to stop working</li><li> to stall</li></ul></div>"
条件	條件	"<span class=""pinYinWrapper""><span class=""t2"">tiáo</span> <span class=""t4"">jiàn</span></span>"	"<span class=""zhuyin"">ㄊㄧㄠˊ ㄐㄧㄢˋ</span>"	[sound:cmn-条件.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">条</span><span class=""char-tone4"">件</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">條</span><span class=""char-tone4"">件</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">tiáo</span> <span class=""t4"">jiàn</span></span></div><span class=""zhuyin"">ㄊㄧㄠˊ ㄐㄧㄢˋ</span><div class=""meaning""><ul><li>condition</li><li> circumstances</li><li> term</li><li> factor</li><li> requirement</li><li> prerequisite</li><li> qualification</li><li> CL:個|个[ge4]</li></ul></div>"
接到	接到	"<span class=""pinYinWrapper""><span class=""t1"">jiē</span> <span class=""t4"">dào</span></span>"	"<span class=""zhuyin"">ㄐㄧㄝ ㄉㄠˋ</span>"	[sound:cmn-接到.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">接</span><span class=""char-tone4"">到</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jiē</span> <span class=""t4"">dào</span></span></div><span class=""zhuyin"">ㄐㄧㄝ ㄉㄠˋ</span><div class=""meaning""><ul><li>to receive (letter etc)</li></ul></div>"
